AL0_P,TM-score,TM-align,AL4_P,QCS,Z-score,Handed.,SS,DFM,GDT_TS
0.0,0.209,0.261,0.0,30.55,-1.52,0.54,0.091,1.51,20.3
0.0,0.194,0.249,0.0,28.38,-1.42,0.57,0.1,1.62,19.23
95.5,0.95,0.952,98.2,97.95,8.25,0.96,0.743,0.03,95.95
95.5,0.95,0.953,98.2,97.96,8.25,0.97,0.735,0.04,95.95
95.5,0.951,0.953,98.2,98.2,8.25,0.97,0.706,0.03,95.72
95.5,0.95,0.952,98.2,98.1,8.25,0.96,0.684,0.04,95.72
95.5,0.951,0.952,97.3,98.17,8.25,0.97,0.708,0.03,95.72
95.5,0.945,0.947,98.2,97.78,8.25,0.96,0.703,0.03,95.72
95.5,0.951,0.952,97.3,98.13,8.25,0.97,0.709,0.03,95.72
95.5,0.943,0.947,98.2,97.56,8.25,0.96,0.704,0.04,95.5
95.5,0.94,0.943,98.2,97.44,8.25,0.96,0.675,0.04,95.5
95.5,0.944,0.947,98.2,97.61,8.25,0.96,0.731,0.04,95.5
95.5,0.949,0.951,98.2,98.09,8.25,0.96,0.678,0.04,95.5
95.5,0.948,0.95,98.2,97.92,8.25,0.97,0.72,0.03,95.5
95.5,0.948,0.95,97.3,98.08,8.25,0.96,0.706,0.03,95.5
95.5,0.941,0.944,98.2,97.45,8.25,0.96,0.671,0.04,95.5
95.5,0.947,0.949,98.2,97.68,8.25,0.96,0.7,0.04,95.5
95.5,0.95,0.952,97.3,98.15,8.25,0.97,0.689,0.03,95.5
95.5,0.949,0.951,98.2,97.93,8.25,0.97,0.719,0.04,95.5
95.5,0.94,0.944,98.2,97.57,8.25,0.96,0.706,0.04,95.27
95.5,0.951,0.952,98.2,98.23,8.25,0.97,0.71,0.03,95.27
